Year,water,trees,grass,flooded_vegetation,crops,shrub_and_scrub,built,bare_soil,snow_and_ice
2016,12957.0,733216.1372549022,2.0,293,33285.96470588236,4032514.5607843134,18467.666666666668,174935.63921568624,
2017,9835.0,1457073.8588235297,1225.0,152,58439.490196078434,3292520.54509804,17494.36078431373,168931.71372549018,
2018,11927.658823529411,722589.6705882355,503.0,14,29814.47058823529,4056118.4666666687,17253.039215686273,167450.66274509803,1.0
2019,13342.945098039216,937615.380392157,,31,45312.26274509805,3830054.439215687,22322.8862745098,156993.05490196077,
2020,10041.0,1609284.6941176474,,341,25952.537254901967,3170363.2235294115,20629.18039215686,169060.33333333328,
2021,21281.713725490197,2000611.96862745,88.0,784,28237.254901960787,2788549.60392157,30874.670588235294,135244.7568627451,
2022,19050.87843137255,1909315.3176470587,4324.474509803922,557,31551.24705882353,2867253.976470589,25919.04705882353,147700.02745098036,
2023,12324.709803921565,3089308.0431372556,4075.0117647058823,93,41114.23921568627,1681421.2509803907,33590.46666666667,143745.24705882353,
