Year,water,trees,grass,flooded_vegetation,crops,shrub_and_scrub,built,bare_soil,snow_and_ice
2016,407408.56078431377,7863107.486274511,920073.4196078429,3039,4218285.262745099,59020495.06274496,243391.25098039213,8158306.125490199,77.0
2017,121502.46274509803,5184025.435294118,693105.1921568628,891,6775541.525490196,51666028.85490184,228572.6705882353,16164514.027450979,2.0
2018,101766.81176470587,5364116.545098039,831465.0274509804,785,7248791.447058825,53692935.19607837,236192.0392156863,13358125.101960786,6.0
2019,150471.0,4586319.035294116,463985.8862745098,386,11055510.505882354,51244852.921568505,243204.15686274512,13089431.6627451,22.0
2020,259175.3921568627,9469227.419607844,1698007.407843137,622,7546768.91764706,55616968.10980378,237937.5137254902,6005474.407843137,2.0
2021,176816.81176470587,5776836.929411764,900905.2196078432,813,7107047.305882353,54933054.16862731,240668.43137254906,11698041.301960787,
2022,189738.46666666665,9979825.45882353,2816971.7686274513,2139,2763852.02745098,59536526.99607828,251084.9333333334,5293998.517647061,46.0
2023,257025.5137254902,10575244.043137256,1648031.2156862742,1799,1409663.6549019606,60603573.21176456,242377.3019607844,6096360.227450982,109.0
