Year,water,trees,grass,crops,shrub_and_scrub,built,bare_soil,snow_and_ice,flooded_vegetation
2016,5411.0666666666675,3710.7960784313727,8247.823529411766,914351.8705882347,2151743.647058822,5010.349019607843,11774255.168627504,1470.0235294117647,87.21960784313725
2017,5390.913725490196,3126.407843137255,,985236.3686274507,1680069.9450980388,4242.952941176471,12185828.180392213,292.5215686274509,100.67450980392158
2018,5522.2705882352975,3089.9803921568628,,853216.3725490192,1341222.9176470581,4580.066666666667,12656293.517647116,248.75294117647056,114.08627450980393
2019,4949.509803921569,2948.435294117647,,691917.8313725487,958465.2784313726,4233.0,13201497.686274573,235.74509803921563,40.478431372549025
2020,5751.325490196079,2931.9098039215683,,758901.8549019602,1160897.4862745095,4773.0,12930723.815686338,241.21960784313723,67.35294117647058
2021,5709.223529411768,2257.070588235294,,1140631.3058823529,1091406.42745098,4964.0,12619009.913725553,235.86666666666665,74.15686274509804
2022,10802.560784313722,1288.9254901960785,,839565.549019608,1103843.7215686277,5072.713725490196,12902599.38039222,253.60392156862744,861.5098039215686
2023,7534.486274509806,4148.941176470588,328.0,696840.796078431,1591201.1921568625,5368.0,12557941.83529418,271.60392156862736,653.1098039215688
